,_id,id_str,created_at,tweet,location,localizacion,clean_tweets,len,fecha,region,id_region,traduccion,valoracion_manual,grupo_clave
269,5f6a6848df36abf4cbaed787,1308514017976164352,Tue Sep 22 21:10:27 +0000 2020,RT @juancarlossaid: En magallanes ubican 1.5 contactos por caso (menos q el número promedio de personas por hogar). No sé q otra explicació…,"Santiago, Chile",Chile,juancarlossaid magallanes ubican ntactos caso menos q n mero promedio personas hogar s q explicaci,98,22-9-2020,RM Metropolitana,13,juancarlossaid magallanes locate contacts case less q n mere average persons household s q explanation,Neutro,Otro Grupo
270,5f6a684cdf36abf4cbaed78f,1308514035705544709,Tue Sep 22 21:10:31 +0000 2020,"El Estallido Social fue solo una previa de serie de protestas organizadas por APEC, medio ambiente y venida de Trum… https://t.co/RJEu0ewUwC",Chile,Chile,estallido social solo previa serie protestas organizadas apec medio ambiente venida trum s t rjeu ewuwc,103,22-9-2020,No Especifíca,17,social outbreak only previous series organized protests apec environment coming trum s t rjeu ewuwc,Neutro,Medio Ambiente
271,5f6a686fdf36abf4cbaed7dd,1308514182501994499,Tue Sep 22 21:11:06 +0000 2020,"RT @FrenteInvisible: No solo se realizan montajes, se ha formado toda una industria perversa en torno a crear montajes los que luego son co…",Chile,Chile,frenteinvisible solo realizan montajes formado toda industria perversa torno crear montajes luego,97,22-9-2020,No Especifíca,17,invisible front only make assemblies formed all perverse industry lathe create assemblies then,Neutro,Industrias
272,5f6a6874df36abf4cbaed7ee,1308514201976143874,Tue Sep 22 21:11:11 +0000 2020,"RT @falange_almeria: Concentración en defensa de la hostelería|
En una nación -sin industria- cuya economía está basada en el sector servic…","Región de Murcia, España",Chile,falange almeria concentraci n defensa hosteler naci n industria cuya nom est basada sector servic,97,22-9-2020,No Especifíca,17,falange almeria concentration defense hospitality industry nation whose nom is based service sector,Neutro,Industrias
273,5f6a688fdf36abf4cbaed831,1308514313083199488,Tue Sep 22 21:11:37 +0000 2020,"RT @LaConquistaXXI: Mientras, en España seguimos manteniendo el circo de chupópteros. Menos chiringuitos, más sanidad, educación e industri…","Región de Murcia, España",Chile,laconquistaxxi mientras espa seguimos manteniendo cir chup pteros menos chiringuitos m s sanidad educaci n industri,115,22-9-2020,No Especifíca,17,laconquistaxxi while espa we continue to maintain cir chup pteros less chiringuitos more health education industry,Neutro,Otro Grupo
274,5f6a6891df36abf4cbaed836,1308514323845783553,Tue Sep 22 21:11:40 +0000 2020,"RT @Tercio_t5: Tengo una prima que cuando fue a la universidad se volvió socialcomunista, feminista, vegana, defensora del medio ambiente,…","Las Condes, Chile",Chile,tercio t prima universidad volvi social munista feminista vegana defensora medio ambiente,89,22-9-2020,RM Metropolitana,13,third t cousin university turned social munist feminist vegan defender of the environment,Neutro,Medio Ambiente
275,5f6a68c2df36abf4cbaed88f,1308514529568059399,Tue Sep 22 21:12:29 +0000 2020,"RT @subelab: Hola todxs, continuamos con el ciclo de charlas en la ""Frontera de la Ciencia"". Miércoles 23 de Septiembre a las 17:00, tendre…",Chile,Chile,subelab hola todxs ntinuamos n ciclo charlas frontera ciencia r septiembre tendre,81,22-9-2020,No Especifíca,17,subelab hello todxs ncontinuamos n cycle talks border science r september I will have,Neutro,Otro Grupo
276,5f6a68e8df36abf4cbaed8de,1308514689501061120,Tue Sep 22 21:13:07 +0000 2020,"RT @doctor911_cl: Por nuestro país, su naturaleza y nuestro compromiso con nuestro propio medio ambiente...! 
#PiñeraFirmaEscazu https://t.…","La Serena, Chile",Chile,doctor cl pa s naturaleza mpromiso n propio medio ambiente pi erafirmaescazu s t,80,22-9-2020,IV Coquimbo,4,doctor cl pa s nature m commitment n own environment pi erafirmaescazu s t,Neutro,Medio Ambiente
277,5f6a68ebdf36abf4cbaed8e9,1308514702507507718,Tue Sep 22 21:13:10 +0000 2020,RT @juancarlossaid: En magallanes ubican 1.5 contactos por caso (menos q el número promedio de personas por hogar). No sé q otra explicació…,Temuco - Chile,Chile,juancarlossaid magallanes ubican ntactos caso menos q n mero promedio personas hogar s q explicaci,98,22-9-2020,IX Araucanía,9,juancarlossaid magallanes locate contacts case less q n mere average persons household s q explanation,Neutro,Otro Grupo
278,5f6a68fddf36abf4cbaed90f,1308514775874375682,Tue Sep 22 21:13:28 +0000 2020,@alcaldesoto @essbio solicito de vuestro apoyo en poder revisar fuga de agua potable la cual lleva mucho tiempo en… https://t.co/QuuVZRpZCg,VI y VII region en Chile ...,Chile,alcaldesoto essbio solicito apoyo poder revisar fuga agua potable lleva tiempo s t quuvzrpzcg,93,22-9-2020,No Especifíca,17,mayoressoto essbio request support to be able to check drinking water leakage takes time s t quuvzrpzcg,Neutro,Recursos Naturales
279,5f6a6912df36abf4cbaed93d,1308514863585660930,Tue Sep 22 21:13:49 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,No Especifíca,17,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
280,5f6a6919df36abf4cbaed951,1308514895223193601,Tue Sep 22 21:13:56 +0000 2020,"RT @ScarletHidalgo5: Que horrible, ver cómo un gobierno priviligia la economía por sobre el medio ambiente, el agua, la tierra y el aire. E…",Chile,Chile,scarlethidalgo horrible ver c mo gobierno priviligia nom medio ambiente agua tierra aire,88,22-9-2020,No Especifíca,17,scarlet hidalgo horrible see how government privileges nom environment water land air,Neutro,Medio Ambiente
281,5f6a6924df36abf4cbaed96a,1308514941318688768,Tue Sep 22 21:14:07 +0000 2020,"RT @nogracias_eu: La industria farmacéutica goza de un lucro desorbitado basado en la desigualdad de poder y el abuso a su favor. 

La pand…",Santiago de Chile,Chile,nogracias eu industria farmac utica goza lucro desorbitado basado desigualdad poder abuso favor pand,100,22-9-2020,RM Metropolitana,13,nothanks eu pharmaceutical industry enjoys exorbitant profit based inequality power abuse favor pand,Positivo,Industrias
282,5f6a692bdf36abf4cbaed978,1308514967637942272,Tue Sep 22 21:14:13 +0000 2020,RT @VarskySports: Bayern Múnich será el 1º club del mundo cuyos jugadores se movilizarán en autos eléctricos. Es parte de su plan para cuid…,"Concepción, Chile",Chile,varskyspo s bayern m nich ser club mundo cuyos jugadores movilizar n autos ctri s pa plan cuid,94,22-9-2020,VIII Bíobío,8,varskyspo s bayern m nich be a world club whose players mobilize n cars ctri s pa plan take care,Neutro,Otro Grupo
283,5f6a6931df36abf4cbaed988,1308514993781039104,Tue Sep 22 21:14:20 +0000 2020,"RT @f3ll3y: Tercer video: Werken de Llanquihue reclama sus derechos a carabineros, inmobiliaria Stange sigue destruyendo bosque nativo, pas…","Santiago, Chile",Chile,f ll tercer video werken llanquihue reclama derechos carabineros inmobiliaria stange sigue destruyendo bosque nativo pas,120,22-9-2020,RM Metropolitana,13,f ll third video werken llanquihue claims police rights stange real estate continues to destroy native forest pas,Negativo,Bosques
284,5f6a693edf36abf4cbaed9a6,1308515049955356672,Tue Sep 22 21:14:33 +0000 2020,"RT @ScarletHidalgo5: Que horrible, ver cómo un gobierno priviligia la economía por sobre el medio ambiente, el agua, la tierra y el aire. E…",Chile,Chile,scarlethidalgo horrible ver c mo gobierno priviligia nom medio ambiente agua tierra aire,88,22-9-2020,No Especifíca,17,scarlet hidalgo horrible see how government privileges nom environment water land air,Neutro,Medio Ambiente
285,5f6a6944df36abf4cbaed9af,1308515073422487553,Tue Sep 22 21:14:39 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…","Isla de Maipo, Chile",Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
286,5f6a695ddf36abf4cbaed9eb,1308515179303505925,Tue Sep 22 21:15:04 +0000 2020,"RT @Subrayado: AHORA: Lacalle Pou reitera en la ONU el apoyo de Uruguay en el cuidado del medio ambiente, la biodeversidad, derechos humano…","Santiago, Chile",Chile,subrayado ahora lacalle pou reitera onu apoyo uruguay cuidado medio ambiente biodeversidad derechos humano,106,22-9-2020,RM Metropolitana,13,highlighted now lacalle pou reiterates un support uruguay care environment biodeversity human rights,Positivo,Medio Ambiente
287,5f6a695ddf36abf4cbaed9ed,1308515179303444480,Tue Sep 22 21:15:04 +0000 2020,RT @juancarlossaid: En magallanes ubican 1.5 contactos por caso (menos q el número promedio de personas por hogar). No sé q otra explicació…,"Santiago, Chile",Chile,juancarlossaid magallanes ubican ntactos caso menos q n mero promedio personas hogar s q explicaci,98,22-9-2020,RM Metropolitana,13,juancarlossaid magallanes locate contacts case less q n mere average persons household s q explanation,Neutro,Otro Grupo
288,5f6a696cdf36abf4cbaeda09,1308515240867487745,Tue Sep 22 21:15:19 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…","Las Condes, Chile",Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
289,5f6a6990df36abf4cbaeda53,1308515391141019650,Tue Sep 22 21:15:54 +0000 2020,#AprueboGanaEnOctubre #apruebovsrechazomv,"Santiago, Chile",Chile,aprueboganaenoctubre apruebovsrechazomv,39,22-9-2020,RM Metropolitana,13,approvebogananoctober approvevsrechazomv,Neutro,Otro Grupo
290,5f6a6995df36abf4cbaeda60,1308515412485771267,Tue Sep 22 21:16:00 +0000 2020,"RT @nelsonlagos883: El análisis de nuestro inefable presidente, por parte de una académica de reconocida trayectoria 👎👎👎 https://t.co/c3ZHL…","Santiago, Chile",Chile,nelsonlagos an lisis inefable presidente pa acad mica re nocida trayectoria s t c zhl,85,22-9-2020,RM Metropolitana,13,nelsonlagos an ineffable lysis president pa acad mica recognized trajectory s t c zhl,Neutro,Otro Grupo
291,5f6a6997df36abf4cbaeda67,1308515422904426498,Tue Sep 22 21:16:02 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",Santiago - Chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
292,5f6a69a7df36abf4cbaeda8f,1308515489409359873,Tue Sep 22 21:16:18 +0000 2020,RT @LatorreJI: Lamentablemente el gobierno neoliberal de Piñera no tiene voluntad política para firmar #Escazu,ChilezZ,Chile,latorreji lamentablemente gobierno neoliberal pi voluntad pol tica firmar escazu,80,22-9-2020,No Especifíca,17,latorreji unfortunately neoliberal government pi political will sign escazu,Neutro,Otro Grupo
293,5f6a69c7df36abf4cbaedad0,1308515622733701121,Tue Sep 22 21:16:50 +0000 2020,El 2 /10 es el #DíaNacionaldelMedioAmbiente y para celebramos te invitamos a un streaming exclusivo del documental… https://t.co/9g3LhTXaiX,"Providencia, Chile",Chile,d anacionaldelmedioambiente celebramos invitamos streaming exclusivo documental s t g lhtxaix,93,22-9-2020,RM Metropolitana,13,d anacionaldelmedioambiente we celebrate we invite streaming exclusive documentary s t g lhtxaix,Positivo,Otro Grupo
294,5f6a69dddf36abf4cbaedaee,1308515716761612289,Tue Sep 22 21:17:12 +0000 2020,"Gobierno decide no firmar acuerdo de #Escazú y entrega cuatro argumentos

https://t.co/pRAWEBOTjz",Chile,Chile,gobierno decide firmar acuerdo escaz entrega cuatro argumentos s t prawebotjz,77,22-9-2020,No Especifíca,17,government decides to sign agreement scarcity delivers four arguments s t prawebotjz,Neutro,Otro Grupo
295,5f6a69dedf36abf4cbaedaf3,1308515720955912197,Tue Sep 22 21:17:13 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",Santiago de Chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
296,5f6a6a1ddf36abf4cbaedb56,1308515985629028355,Tue Sep 22 21:18:16 +0000 2020,"RT @meganoticiascl: Gobierno decide no firmar acuerdo de #Escazú y entrega cuatro argumentos

https://t.co/pRAWEBOTjz","Santiago, Chile",Chile,meganoticiascl gobierno decide firmar acuerdo escaz entrega cuatro argumentos s t prawebotjz,92,22-9-2020,RM Metropolitana,13,meganewscl government decides to sign agreement scarcity delivers four arguments s t prawebotjz,Neutro,Otro Grupo
297,5f6a6a26df36abf4cbaedb69,1308516022547353600,Tue Sep 22 21:18:25 +0000 2020,Inminente venta de CHV a Viacom traería grandes cambios a la industria de la TV https://t.co/KfMI1ZSAf4,Chile,Chile,inminente venta chv via m traer grandes cambios industria tv s t kfmi zsaf,74,22-9-2020,No Especifíca,17,imminent sale chv via m bring big changes industry tv s t kfmi zsaf,Neutro,Industrias
298,5f6a6a2ddf36abf4cbaedb7b,1308516050976280582,Tue Sep 22 21:18:32 +0000 2020,RT @VivaChileTV: Para proteger el medio ambiente NO se necesita estar firmando tratados internacionales que le roban soberanía a los chilen…,Chile,Chile,vivachiletv proteger medio ambiente necesita firmando tratados internacionales roban soberan chilen,99,22-9-2020,No Especifíca,17,vivachiletv protect environment needs signing international treaties steal Chilean sovereignty,Neutro,Medio Ambiente
299,5f6a6a32df36abf4cbaedb8b,1308516072241364992,Tue Sep 22 21:18:37 +0000 2020,piola,"San Bernardo, Chile",Chile,piola,5,22-9-2020,RM Metropolitana,13,piola,Neutro,Otro Grupo
300,5f6a6a39df36abf4cbaedb9d,1308516102960566272,Tue Sep 22 21:18:44 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chileno,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
301,5f6a6a3adf36abf4cbaedb9f,1308516104113922049,Tue Sep 22 21:18:44 +0000 2020,RT @juancarlossaid: En magallanes ubican 1.5 contactos por caso (menos q el número promedio de personas por hogar). No sé q otra explicació…,Chile,Chile,juancarlossaid magallanes ubican ntactos caso menos q n mero promedio personas hogar s q explicaci,98,22-9-2020,No Especifíca,17,juancarlossaid magallanes locate contacts case less q n mere average persons household s q explanation,Neutro,Otro Grupo
302,5f6a6a45df36abf4cbaedbbc,1308516152377835520,Tue Sep 22 21:18:56 +0000 2020,"RT @PortalAgroChile: Aportes en sanidad vegetal, cambio climático y agro 4.0 presentará INIA en Expo Chile Agrícola, evento que este año se…","Osorno, Chile",Chile,po alagrochile apo sanidad vegetal cambio clim agro presentar inia expo chile agr evento,88,22-9-2020,X Los Lagos,10,po alagrochile apo plant health climate change agro present inia expo chile agr event,Negativo,Cambio Climático
303,5f6a6a4ddf36abf4cbaedbce,1308516186179751936,Tue Sep 22 21:19:04 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Maipú, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,RM Metropolitana,13,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
304,5f6a6a52df36abf4cbaedbdf,1308516208568872963,Tue Sep 22 21:19:09 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",Santiago/Chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
305,5f6a6a5adf36abf4cbaedbf0,1308516238155448320,Tue Sep 22 21:19:16 +0000 2020,RT @palomanomami: No quiero que los dirigentes sean asesinados como Macarena Valdés y Alejandro por defender el ecosistema natural. #Escazú…,chile,Chile,palomanomami quiero dirigentes asesinados mo macarena vald s alejandro defender sistema natural escaz,101,22-9-2020,No Especifíca,17,palomanomami I want leaders murdered mo macarena vald s alejandro defend natural system scarcity,Neutro,Medio Ambiente
306,5f6a6a70df36abf4cbaedc19,1308516330748903424,Tue Sep 22 21:19:38 +0000 2020,RT @camila_vallejo: Piñera continúa con el doble estándar. Hace minutos habló de la importancia de la lucha contra el cambio climático en #…,"Santiago, Chile",Chile,camila vallejo pi ntin n doble est ndar hace minutos habl impo ancia lucha ntra cambio clim,91,22-9-2020,RM Metropolitana,13,camila vallejo pi ntin n double standard minutes ago spoke impo old fight against climate change,Neutro,Cambio Climático
307,5f6a6a82df36abf4cbaedc3c,1308516408029057024,Tue Sep 22 21:19:57 +0000 2020,RT @ChileMst: #capitalismo #medioambiente #destrucciondelmedioambiente #planeta #Contaminacion https://t.co/gOVsclCKlp,"Santiago, Chile.",Chile,chilemst capitalismo medioambiente destrucciondelmedioambiente planeta contaminacion s t govsclcklp,99,22-9-2020,RM Metropolitana,13,chilemat capitalism environment environmental destruction planet pollution s t govsclcklp,Negativo,Contaminación
308,5f6a6a85df36abf4cbaedc44,1308516419886219265,Tue Sep 22 21:20:00 +0000 2020,Servicio de medio ambiente acoge sanción por extracción de áridos https://t.co/IoE1JwiKhf,"Temuco, Chile",Chile,servicio medio ambiente ge sanci n extracci n ridos s t ioe jwikhf,66,22-9-2020,IX Araucanía,9,service environment ge sanci n extraction aridos s uncle jwikhf,Neutro,Medio Ambiente
309,5f6a6a85df36abf4cbaedc46,1308516419982811141,Tue Sep 22 21:20:00 +0000 2020,Servicio de medio ambiente acoge sanción por extracción de áridos https://t.co/tlNgG2TWL9,"Temuco, Chile",Chile,servicio medio ambiente ge sanci n extracci n ridos s t tlngg twl,65,22-9-2020,IX Araucanía,9,service environment ge sanction extraction arids s t tlngg twl,Neutro,Medio Ambiente
310,5f6a6a8edf36abf4cbaedc59,1308516458834604034,Tue Sep 22 21:20:09 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Arica-Antofagasta, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,XV Arica y Parinacota,15,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
311,5f6a6a91df36abf4cbaedc60,1308516470197022720,Tue Sep 22 21:20:12 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
312,5f6a6a97df36abf4cbaedc6a,1308516497300639745,Tue Sep 22 21:20:18 +0000 2020,"👏👏👏👏👏👏👍👍👍👍👍👍. MUY BIEN MINISTRO @allamand 
POR FIN UNO CON PANTALONES BIEN PUESTOS!
👏👏👏👏👏👏",chile,Chile,bien ministro allamand fin pantalones bien puestos,50,22-9-2020,No Especifíca,17,well minister allamand fin pants well on,Neutro,Otro Grupo
313,5f6a6ab5df36abf4cbaedca7,1308516620768292868,Tue Sep 22 21:20:48 +0000 2020,"RT @paulodelgadoi: @mcubillossigall ¿Cuánto nos costaste a todos los chilenos siendo Ministra de Medio Ambiente y de Educación?
En ambas di…",Santiago de Chile,Chile,paulodelgadoi mcubillossigall cu nto staste chilenos siendo ministra medio ambiente educaci n ambas di,102,22-9-2020,RM Metropolitana,13,paulo Delgado Mcubillossigall how much are you Chileans being Minister of Environment Education,Neutro,Medio Ambiente
314,5f6a6ac4df36abf4cbaedccf,1308516686585364483,Tue Sep 22 21:21:03 +0000 2020,"RT @PiAlba44Torres: Sin la firma de Escazú,si a tu ciudad la dejan sin agua potable,porque una empresa privada destruyó las fuentes de agua…",Santiago/Chile,Chile,pialba torres firma escaz si ciudad dejan agua potable empresa privada destruy fuentes agua,91,22-9-2020,RM Metropolitana,13,pialba torres signs shortage if city leaves drinking water private company destroyed water sources,Negativo,Recursos Naturales
315,5f6a6ac6df36abf4cbaedcd5,1308516692545409026,Tue Sep 22 21:21:05 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Antofagasta, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,II Antofagasta,2,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
316,5f6a6acadf36abf4cbaedcdf,1308516711499325441,Tue Sep 22 21:21:09 +0000 2020,"Acaba de publicar una foto en El Bosque, Chile https://t.co/ILb5gcKnxr","El Bosque, Chile",Chile,acaba publicar foto bosque chile s t ilb gcknxr,47,22-9-2020,RM Metropolitana,13,just publish photo forest chile s t ilb gcknxr,Neutro,Bosques
317,5f6a6adddf36abf4cbaedd03,1308516787403792386,Tue Sep 22 21:21:27 +0000 2020,"RT @G_Simonetti: Espero que las autoridades sientan vergüenza cuando nos miren a la cara y nos digan que quieren desarrollo sostenible, par…",chile,Chile,g simonetti espero autoridades sientan verg enza miren cara digan quieren desarrollo sostenible par,99,22-9-2020,No Especifíca,17,g simonetti i hope authorities feel ashamed look at face say they want sustainable development par,Neutro,Instituciones
318,5f6a6aeadf36abf4cbaedd19,1308516842173009921,Tue Sep 22 21:21:40 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
319,5f6a6af3df36abf4cbaedd2d,1308516880550948864,Tue Sep 22 21:21:50 +0000 2020,"RT @DMatamala: Este jueves, 3er capítulo de 360°: el modelo en debate en @CNNChile. 
Chao a la lógica crecimiento versus medio ambiente, ho…",Chile,Chile,dmatamala jueves er cap tulo modelo debate cnnchile chao l gica crecimiento versus medio ambiente ho,100,22-9-2020,No Especifíca,17,dmatamala thursday er chapter model debate cnnchile chao l gica growth versus environment ho,Positivo,Medio Ambiente
320,5f6a6af5df36abf4cbaedd34,1308516891774930945,Tue Sep 22 21:21:52 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Santiago, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,RM Metropolitana,13,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
321,5f6a6b05df36abf4cbaedd53,1308516957075976200,Tue Sep 22 21:22:08 +0000 2020,"RT @lucialopezchile: Noticia internacional la venta de Isla Guafo, territorio indígena de riquísima biodiversidad, cuyos dueños actuales Ro…",Santiago-Chile,Chile,lucialopezchile noticia internacional venta isla guafo territorio ind gena riqu sima biodiversidad cuyos due actuales ro,120,22-9-2020,RM Metropolitana,13,lucialopezchile international news sale guafo island indigenous territory rich sima biodiversity whose current owners ro,Positivo,Biología
322,5f6a6b0edf36abf4cbaedd70,1308516996666060800,Tue Sep 22 21:22:17 +0000 2020,"RT @subelab: Hola todxs, continuamos con el ciclo de charlas en la ""Frontera de la Ciencia"". Miércoles 23 de Septiembre a las 17:00, tendre…","Concon, Chile",Chile,subelab hola todxs ntinuamos n ciclo charlas frontera ciencia r septiembre tendre,81,22-9-2020,V Valparaíso,5,subelab hello todxs ncontinuamos n cycle talks border science r september I will have,Neutro,Otro Grupo
323,5f6a6b1adf36abf4cbaedd8a,1308517044636221441,Tue Sep 22 21:22:29 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…",chile,Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,No Especifíca,17,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
324,5f6a6b31df36abf4cbaeddb1,1308517142984364035,Tue Sep 22 21:22:52 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,"Limache, Chile",Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
325,5f6a6b32df36abf4cbaeddb4,1308517146272706565,Tue Sep 22 21:22:53 +0000 2020,"RT @danieljadue: Es un bochorno internacional que el gobierno de Chile se niegue nuevamente a firmar el acuerdo de Escazú, el cual busca re…","Ñuñoa, Chile",Chile,danieljadue bochorno internacional gobierno chile niegue nuevamente firmar acuerdo escaz busca re,97,22-9-2020,RM Metropolitana,13,danieljadue international embarrassment chilean government refuses again to sign agreement shortage seeks re,Neutro,Otro Grupo
326,5f6a6b38df36abf4cbaeddc1,1308517172986163200,Tue Sep 22 21:22:59 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Chile Desigual ,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,No Especifíca,17,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
327,5f6a6b46df36abf4cbaedde0,1308517227638001664,Tue Sep 22 21:23:12 +0000 2020,Agrego una quinta razón: solo 7  de los 20 firmantes del acuerdo lo han ratificado. Por algo será.,Chile-Viña del Mar,Chile,agrego quinta raz n solo firmantes acuerdo ratificado ser,57,22-9-2020,V Valparaíso,5,I add fifth reason n only signatories ratified agreement be,Positivo,Otro Grupo
328,5f6a6b6ddf36abf4cbaede39,1308517394755850240,Tue Sep 22 21:23:52 +0000 2020,"RT @ceballos_bravo: Ministra @CarolaSchmidtZ creo que se confundió, Chile no fue el primero en sostenibilidad, fue el primer país de Latino…",chile,Chile,ceballos bravo ministra carolaschmidtz creo nfundi chile primero sostenibilidad primer pa s latino,98,22-9-2020,No Especifíca,17,ceballos bravo minister carolaschmidtz I believe nfundi chile first sustainability first latin country,Neutro,Instituciones
329,5f6a6b73df36abf4cbaede43,1308517419544178690,Tue Sep 22 21:23:58 +0000 2020,RT @carmen_hertz: La argumentos entregados por @allmand y Ministra Medio Ambiente para no suscribir #Escazu  en Comisión RREE son jurídicam…,Ñuñoa - Chile,Chile,carmen z argumentos entregados allmand ministra medio ambiente suscribir escazu comisi n rree jur dicam,103,22-9-2020,RM Metropolitana,13,carmen z arguments delivered allmand minister of the environment subscribe escazu commission rree jur dicam,Neutro,Medio Ambiente
